route_id,service_id,trip_id,trip_headsign,block_id
930002,日曜,930002+日曜+9301080,,930002+日曜+9301021
930002,日曜,930002+日曜+9301081,,930002+日曜+9301018
930002,日曜,930002+日曜+9301082,,930002+日曜+9301023
930002,日曜,930002+日曜+9301083,,930002+日曜+9301024
930002,日曜,930002+日曜+9301084,,930002+日曜+9301019
930002,日曜,930002+日曜+9301085,,930002+日曜+9301026
930002,日曜,930002+日曜+9301086,,930002+日曜+9301016
930002,日曜,930002+日曜+9301087,,930002+日曜+9301021
930002,日曜,930002+日曜+9301088,,930002+日曜+9301018
930002,日曜,930002+日曜+9301089,,930002+日曜+9301023
930002,日曜,930002+日曜+9301090,,930002+日曜+9301024
930002,日曜,930002+日曜+9301091,,930002+日曜+9301019
930002,日曜,930002+日曜+9301092,,930002+日曜+9301026
930002,日曜,930002+日曜+9301093,,930002+日曜+9301016
930002,日曜,930002+日曜+9301156,,930002+日曜+9301021
930002,日曜,930002+日曜+9301157,,930002+日曜+9301018
930002,日曜,930002+日曜+9301158,,930002+日曜+9301023
930002,日曜,930002+日曜+9301159,,930002+日曜+9301024
930002,日曜,930002+日曜+9301160,,930002+日曜+9301019
930002,日曜,930002+日曜+9301161,,930002+日曜+9301026
930002,日曜,930002+日曜+9301162,,930002+日曜+9301016
930002,日曜,930002+日曜+9301163,,930002+日曜+9301021
930002,日曜,930002+日曜+9301164,,930002+日曜+9301018
930002,日曜,930002+日曜+9301165,,930002+日曜+9301023
930002,日曜,930002+日曜+9301166,,930002+日曜+9301024
930002,日曜,930002+日曜+9301167,中央図書館前行き,930002+日曜+9301019
930002,日曜,930002+日曜+9301168,,930002+日曜+9301026
930002,日曜,930002+日曜+9301169,,930002+日曜+9301016
930002,日曜,930002+日曜+9301170,,930002+日曜+9301021
930002,日曜,930002+日曜+9301171,,930002+日曜+9301018
930002,日曜,930002+日曜+9301172,,930002+日曜+9301023
930002,日曜,930002+日曜+9301173,,930002+日曜+9301024
930002,日曜,930002+日曜+9301174,,930002+日曜+9301026
930002,日曜,930002+日曜+9301175,,930002+日曜+9301016
930002,日曜,930002+日曜+9301177,,930002+日曜+9301021
930002,日曜,930002+日曜+9301178,,930002+日曜+9301018
930002,日曜,930002+日曜+9301179,,930002+日曜+9301023
930002,日曜,930002+日曜+9301180,,930002+日曜+9301024
930002,日曜,930002+日曜+9301181,中央図書館前行き,930002+日曜+9301026
930002,日曜,930002+日曜+9301182,,930002+日曜+9301016
930002,日曜,930002+日曜+9301183,,930002+日曜+9301021
930002,日曜,930002+日曜+9301184,中央図書館前行き,930002+日曜+9301018
930002,日曜,930002+日曜+9301186,,930002+日曜+9301023
930002,日曜,930002+日曜+9301187,,930002+日曜+9301024
930002,日曜,930002+日曜+9301188,,930002+日曜+9301016
930002,日曜,930002+日曜+9301189,中央図書館前行き,930002+日曜+9301021
930002,日曜,930002+日曜+9301191,,930002+日曜+9301023
930002,日曜,930002+日曜+9301192,,930002+日曜+9301024
930002,日曜,930002+日曜+9301193,中央図書館前行き,930002+日曜+9301016
930002,日曜,930002+日曜+9301194,中央図書館前行き,930002+日曜+9301023
930002,日曜,930002+日曜+9301195,中央図書館前行き,930002+日曜+9301024
930001,平日,930001+平日+9300001,,930001+平日+9300001
930001,平日,930001+平日+9300002,,930001+平日+9300002
930001,平日,930001+平日+9300003,,930001+平日+9300003
930001,平日,930001+平日+9300004,,930001+平日+9300004
930001,平日,930001+平日+9300005,西線１６条行き,
930001,平日,930001+平日+9300006,,930001+平日+9300001
930001,平日,930001+平日+9300007,西線１１条行き,
930001,平日,930001+平日+9300008,西線１６条行き,
930001,平日,930001+平日+9300009,,930001+平日+9300009
930001,平日,930001+平日+9300010,西線１１条行き,
930001,平日,930001+平日+9300011,,930001+平日+9300002
930001,平日,930001+平日+9300012,西線１６条行き,
930001,平日,930001+平日+9300013,,930001+平日+9300013
930001,平日,930001+平日+9300014,西線１６条行き,
930001,平日,930001+平日+9300015,,930001+平日+9300015
930001,平日,930001+平日+9300016,西線１６条行き,
930001,平日,930001+平日+9300017,,930001+平日+9300003
930001,平日,930001+平日+9300018,西線１６条行き,
930001,平日,930001+平日+9300019,,930001+平日+9300019
930001,平日,930001+平日+9300020,中央図書館前行き,
930001,平日,930001+平日+9300021,,930001+平日+9300021
930001,平日,930001+平日+9300022,中央図書館前行き,
930001,平日,930001+平日+9300023,,930001+平日+9300004
930001,平日,930001+平日+9300024,,930001+平日+9300001
930001,平日,930001+平日+9300025,西線１６条行き,
930001,平日,930001+平日+9300026,,930001+平日+9300009
930001,平日,930001+平日+9300027,中央図書館前行き,
930001,平日,930001+平日+9300028,,930001+平日+9300002
930001,平日,930001+平日+9300029,,930001+平日+9300013
930001,平日,930001+平日+9300030,,930001+平日+9300015
930001,平日,930001+平日+9300031,,930001+平日+9300003
930001,平日,930001+平日+9300032,中央図書館前行き,930001+平日+9300019
930001,平日,930001+平日+9300036,,930001+平日+9300021
930001,平日,930001+平日+9300037,,930001+平日+9300004
930001,平日,930001+平日+9300035,,930001+平日+9300001
930001,平日,930001+平日+9300039,,930001+平日+9300009
930001,平日,930001+平日+9300040,,930001+平日+9300002
930001,平日,930001+平日+9300041,,930001+平日+9300013
930001,平日,930001+平日+9300042,,930001+平日+9300015
930001,平日,930001+平日+9300043,,930001+平日+9300003
930001,平日,930001+平日+9300044,,930001+平日+9300021
930001,平日,930001+平日+9300045,,930001+平日+9300004
930001,平日,930001+平日+9300046,,930001+平日+9300001
930001,平日,930001+平日+9300047,,930001+平日+9300009
930001,平日,930001+平日+9300048,,930001+平日+9300002
930001,平日,930001+平日+9300049,,930001+平日+9300013
930001,平日,930001+平日+9300050,,930001+平日+9300015
930001,平日,930001+平日+9300051,,930001+平日+9300003
930001,平日,930001+平日+9300052,,930001+平日+9300021
930001,平日,930001+平日+9300053,,930001+平日+9300004
930001,平日,930001+平日+9300054,,930001+平日+9300001
930001,平日,930001+平日+9300055,,930001+平日+9300009
930001,平日,930001+平日+9300056,,930001+平日+9300002
930001,平日,930001+平日+9300057,,930001+平日+9300013
930001,平日,930001+平日+9300058,,930001+平日+9300015
930001,平日,930001+平日+9300059,,930001+平日+9300003
930001,平日,930001+平日+9300060,,930001+平日+9300021
930001,平日,930001+平日+9300061,,930001+平日+9300004
930001,平日,930001+平日+9300062,,930001+平日+9300001
930001,平日,930001+平日+9300063,,930001+平日+9300009
930001,平日,930001+平日+9300064,,930001+平日+9300002
930001,平日,930001+平日+9300065,,930001+平日+9300013
930001,平日,930001+平日+9300066,,930001+平日+9300015
930001,平日,930001+平日+9300067,,930001+平日+9300003
930001,平日,930001+平日+9300068,,930001+平日+9300021
930001,平日,930001+平日+9300069,,930001+平日+9300004
930001,平日,930001+平日+9300070,,930001+平日+9300001
930001,平日,930001+平日+9300071,,930001+平日+9300009
930001,平日,930001+平日+9300072,,930001+平日+9300002
930001,平日,930001+平日+9300073,,930001+平日+9300013
930001,平日,930001+平日+9300074,,930001+平日+9300015
930001,平日,930001+平日+9300075,,930001+平日+9300003
930001,平日,930001+平日+9300076,,930001+平日+9300021
930001,平日,930001+平日+9300077,,930001+平日+9300004
930001,平日,930001+平日+9300078,,930001+平日+9300001
930001,平日,930001+平日+9300079,,930001+平日+9300009
930001,平日,930001+平日+9300080,,930001+平日+9300002
930001,平日,930001+平日+9300081,,930001+平日+9300013
930001,平日,930001+平日+9300082,,930001+平日+9300015
930001,平日,930001+平日+9300083,,930001+平日+9300003
930001,平日,930001+平日+9300084,,930001+平日+9300021
930001,平日,930001+平日+9300085,,930001+平日+9300004
930001,平日,930001+平日+9300086,,930001+平日+9300001
930001,平日,930001+平日+9300087,,930001+平日+9300009
930001,平日,930001+平日+9300088,,930001+平日+9300002
930001,平日,930001+平日+9300089,,930001+平日+9300013
930001,平日,930001+平日+9300090,,930001+平日+9300015
930001,平日,930001+平日+9300091,,930001+平日+9300003
930001,平日,930001+平日+9300092,,930001+平日+9300021
930001,平日,930001+平日+9300093,,930001+平日+9300004
930001,平日,930001+平日+9300094,,930001+平日+9300001
930001,平日,930001+平日+9300095,,930001+平日+9300009
930001,平日,930001+平日+9300096,,930001+平日+9300002
930001,平日,930001+平日+9300097,,930001+平日+9300013
930001,平日,930001+平日+9300098,,930001+平日+9300015
930001,平日,930001+平日+9300099,,930001+平日+9300003
930001,平日,930001+平日+9300100,,930001+平日+9300021
930001,平日,930001+平日+9300101,,930001+平日+9300004
930001,平日,930001+平日+9300102,,930001+平日+9300001
930001,平日,930001+平日+9300175,,930001+平日+9300009
930001,平日,930001+平日+9300176,,930001+平日+9300176
930001,平日,930001+平日+9300177,,930001+平日+9300002
930001,平日,930001+平日+9300178,,930001+平日+9300178
930001,平日,930001+平日+9300179,,930001+平日+9300013
930001,平日,930001+平日+9300180,,930001+平日+9300015
930001,平日,930001+平日+9300181,,930001+平日+9300003
930001,平日,930001+平日+9300182,,930001+平日+9300182
930001,平日,930001+平日+9300183,,930001+平日+9300021
930001,平日,930001+平日+9300184,,930001+平日+9300184
930001,平日,930001+平日+9300185,,930001+平日+9300004
930001,平日,930001+平日+9300186,,930001+平日+9300001
930001,平日,930001+平日+9300187,,930001+平日+9300009
930001,平日,930001+平日+9300188,,930001+平日+9300176
930001,平日,930001+平日+9300189,,930001+平日+9300002
930001,平日,930001+平日+9300190,,930001+平日+9300178
930001,平日,930001+平日+9300191,,930001+平日+9300013
930001,平日,930001+平日+9300192,,930001+平日+9300015
930001,平日,930001+平日+9300193,,930001+平日+9300003
930001,平日,930001+平日+9300194,,930001+平日+9300182
930001,平日,930001+平日+9300195,,930001+平日+9300021
930001,平日,930001+平日+9300196,中央図書館前行き,930001+平日+9300184
930001,平日,930001+平日+9300197,,930001+平日+9300004
930001,平日,930001+平日+9300198,,930001+平日+9300001
930001,平日,930001+平日+9300199,中央図書館前行き,930001+平日+9300009
930001,平日,930001+平日+9300200,,930001+平日+9300176
930001,平日,930001+平日+9300201,,930001+平日+9300002
930001,平日,930001+平日+9300202,中央図書館前行き,930001+平日+9300178
930001,平日,930001+平日+9300203,,930001+平日+9300013
930001,平日,930001+平日+9300204,,930001+平日+9300015
930001,平日,930001+平日+9300205,,930001+平日+9300003
930001,平日,930001+平日+9300206,,930001+平日+9300182
930001,平日,930001+平日+9300207,,930001+平日+9300021
930001,平日,930001+平日+9300208,,930001+平日+9300004
930001,平日,930001+平日+9300209,,930001+平日+9300001
930001,平日,930001+平日+9300210,,930001+平日+9300176
930001,平日,930001+平日+9300211,,930001+平日+9300002
930001,平日,930001+平日+9300212,,930001+平日+9300013
930001,平日,930001+平日+9300213,,930001+平日+9300015
930001,平日,930001+平日+9300214,,930001+平日+9300003
930001,平日,930001+平日+9300215,,930001+平日+9300182
930001,平日,930001+平日+9300216,,930001+平日+9300021
930001,平日,930001+平日+9300217,中央図書館前行き,930001+平日+9300004
930001,平日,930001+平日+9300218,,930001+平日+9300001
930001,平日,930001+平日+9300219,中央図書館前行き,930001+平日+9300176
930001,平日,930001+平日+9300220,,930001+平日+9300002
930001,平日,930001+平日+9300221,中央図書館前行き,930001+平日+9300013
930001,平日,930001+平日+9300222,,930001+平日+9300015
930001,平日,930001+平日+9300223,,930001+平日+9300003
930001,平日,930001+平日+9300224,中央図書館前行き,930001+平日+9300182
930001,平日,930001+平日+9300225,,930001+平日+9300021
930001,平日,930001+平日+9300226,中央図書館前行き,930001+平日+9300001
930001,平日,930001+平日+9300227,,930001+平日+9300002
930001,平日,930001+平日+9300228,中央図書館前行き,930001+平日+9300015
930001,平日,930001+平日+9300229,,930001+平日+9300003
930001,平日,930001+平日+9300230,中央図書館前行き,930001+平日+9300021
930001,平日,930001+平日+9300232,中央図書館前行き,930001+平日+9300002
